year,rank,ticker,company_name,weight,methodology,formula,rank_12_anchor_weight,underlying_value_usd,anchor_value_usd,source_citation
2001,18,T,AT&T Inc.,0.0099,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$72.35B,$95.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2001
2001,19,BAC,Bank of America Corporation,0.0099,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$72.35B,$95.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2001
2001,20,CVX,Chevron Corporation,0.0096,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$70.15B,$95.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2001
2002,1,MSFT,Microsoft Corporation,0.0360,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2002
2002,2,GE,General Electric Company,0.0330,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2002
2002,3,XOM,Exxon Mobil Corporation,0.0290,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2002
2002,4,WMT,Walmart Inc.,0.0280,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2002
2002,5,PFE,Pfizer Inc.,0.0220,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2002
2002,6,JNJ,Johnson & Johnson,0.0200,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2002
2002,7,C,Citigroup Inc.,0.0190,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2002
2002,8,AIG,American International Group Inc.,0.0180,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2002
2002,9,PG,Procter & Gamble Co.,0.0160,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2002
2002,10,INTC,Intel Corporation,0.0150,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2002
2002,11,IBM,International Business Machines Corp.,0.0140,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2002
2002,12,CSCO,Cisco Systems Inc.,0.0130,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2002
2002,13,MRK,Merck & Co. Inc.,0.0128,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$78.77B,$80.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2002
2002,14,KO,The Coca-Cola Company,0.0125,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$76.92B,$80.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2002
2002,15,VZ,Verizon Communications Inc.,0.0123,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$75.69B,$80.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2002
2002,16,BAC,Bank of America Corporation,0.0114,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$70.15B,$80.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2002
2002,17,WFC,Wells Fargo & Company,0.0095,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$58.46B,$80.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2002
2002,18,PEP,PepsiCo Inc.,0.0087,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$53.54B,$80.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2002
2002,19,LLY,Eli Lilly and Company,0.0086,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$52.92B,$80.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2002
2002,20,CVX,Chevron Corporation,0.0085,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$52.31B,$80.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2002
2003,1,MSFT,Microsoft Corporation,0.0340,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2003
2003,2,GE,General Electric Company,0.0320,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2003
2003,3,XOM,Exxon Mobil Corporation,0.0280,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2003
2003,4,PFE,Pfizer Inc.,0.0260,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2003
2003,5,WMT,Walmart Inc.,0.0250,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2003
2003,6,C,Citigroup Inc.,0.0220,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2003
2003,7,JNJ,Johnson & Johnson,0.0200,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2003
2003,8,AIG,American International Group Inc.,0.0190,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2003
2003,9,INTC,Intel Corporation,0.0170,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2003
2003,10,CSCO,Cisco Systems Inc.,0.0150,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2003
2003,11,IBM,International Business Machines Corp.,0.0140,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2003
2003,12,PG,Procter & Gamble Co.,0.0130,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2003
2003,13,KO,The Coca-Cola Company,0.0125,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$91.35B,$95.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2003
2003,14,BAC,Bank of America Corporation,0.0117,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$85.50B,$95.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2003
2003,15,WFC,Wells Fargo & Company,0.0101,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$73.81B,$95.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2003
2003,16,MRK,Merck & Co. Inc.,0.0099,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$72.35B,$95.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2003
2003,17,VZ,Verizon Communications Inc.,0.0098,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$71.62B,$95.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2003
2003,18,CVX,Chevron Corporation,0.0093,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$67.96B,$95.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2003
2003,19,UPS,United Parcel Service Inc.,0.0085,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$62.12B,$95.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2003
2003,20,HD,The Home Depot Inc.,0.0081,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$59.19B,$95.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2003
2004,1,GE,General Electric Company,0.0350,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2004
2004,2,XOM,Exxon Mobil Corporation,0.0330,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2004
2004,3,MSFT,Microsoft Corporation,0.0280,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2004
2004,4,C,Citigroup Inc.,0.0260,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2004
2004,5,PFE,Pfizer Inc.,0.0230,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2004
2004,6,WMT,Walmart Inc.,0.0220,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2004
2004,7,JNJ,Johnson & Johnson,0.0200,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2004
2004,8,JPM,JPMorgan Chase & Co.,0.0180,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2004
2004,9,AIG,American International Group Inc.,0.0170,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2004
2004,10,INTC,Intel Corporation,0.0160,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2004
2004,11,BAC,Bank of America Corporation,0.0150,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2004
2004,12,PG,Procter & Gamble Co.,0.0140,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2004
2004,13,IBM,International Business Machines Corp.,0.0140,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$110.00B,$110.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2004
2004,14,CSCO,Cisco Systems Inc.,0.0128,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$100.57B,$110.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2004
2004,15,VZ,Verizon Communications Inc.,0.0113,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$88.79B,$110.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2004
2004,16,CVX,Chevron Corporation,0.0111,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$87.21B,$110.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2004
2004,17,WFC,Wells Fargo & Company,0.0106,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$83.29B,$110.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2004
2004,18,KO,The Coca-Cola Company,0.0101,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$79.36B,$110.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2004
2004,19,UPS,United Parcel Service Inc.,0.0097,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$76.21B,$110.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2004
2004,20,HD,The Home Depot Inc.,0.0095,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$74.64B,$110.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2004
2005,1,XOM,Exxon Mobil Corporation,0.0370,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2005
2005,2,GE,General Electric Company,0.0340,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2005
2005,3,MSFT,Microsoft Corporation,0.0270,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2005
2005,4,C,Citigroup Inc.,0.0260,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2005
2005,5,PG,Procter & Gamble Co.,0.0230,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2005
2005,6,JNJ,Johnson & Johnson,0.0210,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2005
2005,7,PFE,Pfizer Inc.,0.0190,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2005
2005,8,BAC,Bank of America Corporation,0.0180,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2005
2005,9,JPM,JPMorgan Chase & Co.,0.0170,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2005
2005,10,IBM,International Business Machines Corp.,0.0160,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2005
2005,11,CVX,Chevron Corporation,0.0150,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2005
2005,12,AIG,American International Group Inc.,0.0140,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2005
2005,13,WMT,Walmart Inc.,0.0130,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$111.43B,$120.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2005
2005,14,INTC,Intel Corporation,0.0126,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$108.00B,$120.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2005
2005,15,CSCO,Cisco Systems Inc.,0.0107,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$91.71B,$120.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2005
2005,16,WFC,Wells Fargo & Company,0.0107,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$91.71B,$120.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2005
2005,17,PEP,PepsiCo Inc.,0.0100,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$85.71B,$120.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2005
2005,18,AMGN,Amgen Inc.,0.0099,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$84.86B,$120.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2005
2005,19,KO,The Coca-Cola Company,0.0098,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$84.00B,$120.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2005
2005,20,HD,The Home Depot Inc.,0.0087,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$74.57B,$120.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2005
2006,1,XOM,Exxon Mobil Corporation,0.0380,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2006
2006,2,GE,General Electric Company,0.0330,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2006
2006,3,MSFT,Microsoft Corporation,0.0280,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2006
2006,4,C,Citigroup Inc.,0.0270,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2006
2006,5,PG,Procter & Gamble Co.,0.0230,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2006
2006,6,BAC,Bank of America Corporation,0.0200,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2006
2006,7,JNJ,Johnson & Johnson,0.0190,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2006
2006,8,JPM,JPMorgan Chase & Co.,0.0180,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2006
2006,9,AIG,American International Group Inc.,0.0170,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2006
2006,10,CSCO,Cisco Systems Inc.,0.0160,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2006
2006,11,PFE,Pfizer Inc.,0.0150,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2006
2006,12,CVX,Chevron Corporation,0.0140,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2006
2006,13,WMT,Walmart Inc.,0.0135,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$130.18B,$135.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2006
2006,14,GOOGL,Alphabet Inc. (Class A & C),0.0123,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$118.61B,$135.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2006
2006,15,IBM,International Business Machines Corp.,0.0122,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$117.64B,$135.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2006
2006,16,WFC,Wells Fargo & Company,0.0105,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$101.25B,$135.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2006
2006,17,INTC,Intel Corporation,0.0102,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$98.36B,$135.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2006
2006,18,KO,The Coca-Cola Company,0.0099,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$95.46B,$135.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2006
2006,19,VZ,Verizon Communications Inc.,0.0095,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$91.61B,$135.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2006
2006,20,T,AT&T Inc.,0.0091,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$87.75B,$135.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2006
2007,1,XOM,Exxon Mobil Corporation,0.0430,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2007
2007,2,GE,General Electric Company,0.0320,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2007
2007,3,MSFT,Microsoft Corporation,0.0290,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2007
2007,4,T,AT&T Inc.,0.0230,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2007
2007,5,PG,Procter & Gamble Co.,0.0220,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2007
2007,6,JNJ,Johnson & Johnson,0.0200,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2007
2007,7,GOOGL,Alphabet Inc. (Class A & C),0.0190,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2007
2007,8,JPM,JPMorgan Chase & Co.,0.0170,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2007
2007,9,CVX,Chevron Corporation,0.0160,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2007
2007,10,CSCO,Cisco Systems Inc.,0.0150,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2007
2007,11,BAC,Bank of America Corporation,0.0140,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2007
2007,12,AAPL,Apple Inc.,0.0130,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2007
2007,13,WMT,Walmart Inc.,0.0128,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$147.69B,$150.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2007
2007,14,C,Citigroup Inc.,0.0122,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$140.77B,$150.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2007
2007,15,INTC,Intel Corporation,0.0116,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$133.85B,$150.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2007
2007,16,PFE,Pfizer Inc.,0.0115,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$132.69B,$150.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2007
2007,17,IBM,International Business Machines Corp.,0.0113,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$130.38B,$150.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2007
2007,18,KO,The Coca-Cola Company,0.0113,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$130.38B,$150.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2007
2007,19,VZ,Verizon Communications Inc.,0.0100,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$115.38B,$150.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2007
2007,20,AIG,American International Group Inc.,0.0097,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$111.92B,$150.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2007
2008,1,XOM,Exxon Mobil Corporation,0.0490,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2008
2008,2,WMT,Walmart Inc.,0.0260,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2008
2008,3,PG,Procter & Gamble Co.,0.0230,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2008
2008,4,JNJ,Johnson & Johnson,0.0220,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2008
2008,5,GE,General Electric Company,0.0210,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2008
2008,6,MSFT,Microsoft Corporation,0.0200,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2008
2008,7,T,AT&T Inc.,0.0180,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2008
2008,8,JPM,JPMorgan Chase & Co.,0.0170,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2008
2008,9,CVX,Chevron Corporation,0.0160,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2008
2008,10,IBM,International Business Machines Corp.,0.0150,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2008
2008,11,CSCO,Cisco Systems Inc.,0.0140,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2008
2008,12,HPQ,HP Inc.,0.0130,Official Factsheet Anchor,W_factsheet,0.0130,,,S&P Dow Jones Indices Year-End Factsheet 2008
2008,13,PFE,Pfizer Inc.,0.0127,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$112.35B,$115.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2008
2008,14,KO,The Coca-Cola Company,0.0125,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$110.58B,$115.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2008
2008,15,VZ,Verizon Communications Inc.,0.0125,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$110.58B,$115.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2008
2008,16,WFC,Wells Fargo & Company,0.0123,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$108.81B,$115.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2008
2008,17,GOOGL,Alphabet Inc. (Class A & C),0.0116,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$102.62B,$115.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2008
2008,18,ORCL,Oracle Corporation,0.0114,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$100.85B,$115.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2008
2008,19,PM,Philip Morris International Inc.,0.0110,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$97.31B,$115.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2008
2008,20,PEP,PepsiCo Inc.,0.0105,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0130,$92.88B,$115.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2008
2009,1,XOM,Exxon Mobil Corporation,0.0430,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2009
2009,2,MSFT,Microsoft Corporation,0.0320,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2009
2009,3,AAPL,Apple Inc.,0.0260,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2009
2009,4,PG,Procter & Gamble Co.,0.0240,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2009
2009,5,JNJ,Johnson & Johnson,0.0230,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2009
2009,6,JPM,JPMorgan Chase & Co.,0.0220,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2009
2009,7,GE,General Electric Company,0.0200,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2009
2009,8,WMT,Walmart Inc.,0.0190,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2009
2009,9,GOOGL,Alphabet Inc. (Class A & C),0.0180,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2009
2009,10,BAC,Bank of America Corporation,0.0160,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2009
2009,11,IBM,International Business Machines Corp.,0.0150,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2009
2009,12,CVX,Chevron Corporation,0.0140,Official Factsheet Anchor,W_factsheet,0.0140,,,S&P Dow Jones Indices Year-End Factsheet 2009
2009,13,WFC,Wells Fargo & Company,0.0139,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$129.07B,$130.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2009
2009,14,PFE,Pfizer Inc.,0.0132,Empirical Capitalization Ratio,"round(W_12 * Cap_i / Cap_12, 4)",0.0140,$122.57B,$130.00B,SEC Form 10-K & Point-in-Time Capitalization Archives 2009
